Activity_Type,Heart rate___beats/minute,Sleep type duration_minutes,Sleep duration_minutes,Calories burned_kcal,Exercise duration_s,Floors climbed___floors,Code
Floors Climbed,69,,,,,0,
Floors Climbed,68,,,,,1,
Floors Climbed,62,,,,,0,
Floors Climbed,66,,,,,0,
Floors Climbed,63,,,,,1,
Floors Climbed,71,,,,,0,
Floors Climbed,67,,,,,0,
Floors Climbed,68,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,76,,,,,0,
Floors Climbed,74,,,,,0,
Floors Climbed,68,,,,,1,
Floors Climbed,55,,,,,1,
Floors Climbed,64,,,,,0,
Floors Climbed,52,,,,,1,
Floors Climbed,66,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,72,,,,,0,
Floors Climbed,67,,,,,1,
Floors Climbed,54,,,,,1,
Floors Climbed,54,,,,,1,
Floors Climbed,52,,,,,0,
Floors Climbed,69,,,,,0,
Floors Climbed,66,,,,,0,
Floors Climbed,68,,,,,0,
Floors Climbed,56,,,,,1,
Floors Climbed,52,,,,,1,
Floors Climbed,55,,,,,0,
Floors Climbed,68,,,,,1,
Floors Climbed,54,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,67,,,,,0,
Floors Climbed,68,,,,,0,
Floors Climbed,68,,,,,1,
Floors Climbed,63,,,,,0,
Floors Climbed,67,,,,,1,
Floors Climbed,64,,,,,0,
Floors Climbed,67,,,,,1,
Floors Climbed,67,,,,,1,
Floors Climbed,71,,,,,1,
Floors Climbed,54,,,,,1,
Floors Climbed,59,,,,,1,
Floors Climbed,68,,,,,1,
Floors Climbed,51,,,,,0,
Floors Climbed,60,,,,,1,
Floors Climbed,63,,,,,0,
Floors Climbed,76,,,,,0,
Floors Climbed,56,,,,,1,
Floors Climbed,62,,,,,1,
Floors Climbed,54,,,,,1,
Floors Climbed,66,,,,,0,
Floors Climbed,67,,,,,0,
Floors Climbed,69,,,,,1,
Floors Climbed,78,,,,,1,
Floors Climbed,56,,,,,0,
Floors Climbed,69,,,,,1,
Floors Climbed,54,,,,,0,
Floors Climbed,55,,,,,1,
Floors Climbed,68,,,,,0,
Floors Climbed,49,,,,,1,
Floors Climbed,66,,,,,0,
Floors Climbed,64,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,53,,,,,1,
Floors Climbed,68,,,,,1,
Floors Climbed,52,,,,,1,
Floors Climbed,66,,,,,1,
Floors Climbed,68,,,,,1,
Floors Climbed,68,,,,,1,
Floors Climbed,55,,,,,1,
Floors Climbed,67,,,,,1,
Floors Climbed,59,,,,,1,
Floors Climbed,67,,,,,1,
Floors Climbed,68,,,,,0,
Floors Climbed,64,,,,,1,
Floors Climbed,75,,,,,0,
Floors Climbed,55,,,,,1,
Floors Climbed,87,,,,,0,
Floors Climbed,68,,,,,1,
Floors Climbed,48,,,,,0,
Floors Climbed,68,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,56,,,,,1,
Floors Climbed,64,,,,,0,
Floors Climbed,60,,,,,0,
Floors Climbed,53,,,,,1,
Floors Climbed,69,,,,,0,
Floors Climbed,62,,,,,0,
Floors Climbed,60,,,,,1,
Floors Climbed,69,,,,,0,
Floors Climbed,67,,,,,1,
Floors Climbed,60,,,,,0,
Floors Climbed,66,,,,,1,
Floors Climbed,67,,,,,1,
Floors Climbed,68,,,,,0,
Floors Climbed,62,,,,,1,
Floors Climbed,66,,,,,1,
Floors Climbed,54,,,,,1,
Floors Climbed,63,,,,,1,
Floors Climbed,54,,,,,0,
Floors Climbed,66,,,,,0,
Floors Climbed,48,,,,,1,
Floors Climbed,68,,,,,1,
Floors Climbed,65,,,,,0,
Floors Climbed,68,,,,,0,
Floors Climbed,57,,,,,0,
Floors Climbed,52,,,,,1,
Floors Climbed,55,,,,,1,
Floors Climbed,56,,,,,0,
Floors Climbed,55,,,,,1,
Floors Climbed,51,,,,,0,
Floors Climbed,58,,,,,0,
Floors Climbed,69,,,,,1,
Floors Climbed,51,,,,,1,
Floors Climbed,70,,,,,1,
Floors Climbed,55,,,,,1,
Floors Climbed,66,,,,,0,
Floors Climbed,66,,,,,0,
Floors Climbed,56,,,,,1,
Floors Climbed,51,,,,,1,
Floors Climbed,53,,,,,0,
Floors Climbed,66,,,,,1,
Floors Climbed,67,,,,,1,
Floors Climbed,81,,,,,0,
Floors Climbed,75,,,,,1,
Floors Climbed,55,,,,,1,
Floors Climbed,74,,,,,0,
Floors Climbed,60,,,,,1,
Floors Climbed,67,,,,,1,
Floors Climbed,57,,,,,1,
Floors Climbed,64,,,,,1,
Floors Climbed,53,,,,,1,
Floors Climbed,80,,,,,0,
Floors Climbed,64,,,,,1,
Floors Climbed,57,,,,,0,
Floors Climbed,57,,,,,0,
Floors Climbed,54,,,,,1,
Floors Climbed,55,,,,,1,
Floors Climbed,65,,,,,0,
Floors Climbed,69,,,,,0,
Floors Climbed,69,,,,,0,
Floors Climbed,67,,,,,1,
Floors Climbed,55,,,,,0,
Floors Climbed,67,,,,,0,
Floors Climbed,73,,,,,0,
Floors Climbed,76,,,,,0,
Floors Climbed,65,,,,,1,
Floors Climbed,53,,,,,1,
Floors Climbed,68,,,,,1,
Floors Climbed,55,,,,,1,
Floors Climbed,73,,,,,1,
Floors Climbed,75,,,,,0,
Floors Climbed,55,,,,,0,
Floors Climbed,52,,,,,0,
Floors Climbed,58,,,,,1,
Floors Climbed,68,,,,,1,
Floors Climbed,54,,,,,1,
Floors Climbed,66,,,,,1,
Floors Climbed,59,,,,,0,
Floors Climbed,74,,,,,1,
Floors Climbed,66,,,,,0,
Floors Climbed,75,,,,,0,
Floors Climbed,75,,,,,0,
Floors Climbed,55,,,,,0,
Floors Climbed,66,,,,,0,
Floors Climbed,65,,,,,1,
Floors Climbed,68,,,,,0,
Floors Climbed,66,,,,,0,
Floors Climbed,56,,,,,0,
Floors Climbed,55,,,,,1,
Floors Climbed,54,,,,,0,
Floors Climbed,66,,,,,1,
Floors Climbed,49,,,,,1,
Floors Climbed,55,,,,,0,
Floors Climbed,65,,,,,0,
Floors Climbed,54,,,,,0,
Floors Climbed,67,,,,,1,
Floors Climbed,54,,,,,0,
Floors Climbed,68,,,,,1,
Floors Climbed,52,,,,,1,
Floors Climbed,61,,,,,1,
Floors Climbed,68,,,,,0,
Floors Climbed,54,,,,,0,
Floors Climbed,69,,,,,1,
Floors Climbed,67,,,,,1,
Floors Climbed,68,,,,,0,
Floors Climbed,70,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,68,,,,,1,
Floors Climbed,63,,,,,0,
Floors Climbed,75,,,,,1,
Floors Climbed,68,,,,,0,
Floors Climbed,64,,,,,1,
Floors Climbed,56,,,,,1,
Floors Climbed,51,,,,,1,
Floors Climbed,66,,,,,1,
Floors Climbed,67,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,66,,,,,0,
Floors Climbed,68,,,,,0,
Floors Climbed,57,,,,,1,
Floors Climbed,58,,,,,1,
Floors Climbed,69,,,,,0,
Floors Climbed,53,,,,,0,
Floors Climbed,75,,,,,1,
Floors Climbed,66,,,,,0,
Floors Climbed,52,,,,,0,
Floors Climbed,67,,,,,1,
Floors Climbed,67,,,,,1,
Floors Climbed,75,,,,,0,
Floors Climbed,69,,,,,0,
Floors Climbed,62,,,,,1,
Floors Climbed,69,,,,,0,
Floors Climbed,68,,,,,0,
Floors Climbed,58,,,,,1,
Floors Climbed,66,,,,,0,
Floors Climbed,62,,,,,0,
Floors Climbed,68,,,,,0,
Floors Climbed,50,,,,,0,
Floors Climbed,69,,,,,0,
Floors Climbed,67,,,,,0,
Floors Climbed,51,,,,,1,
Floors Climbed,57,,,,,0,
Floors Climbed,49,,,,,0,
Floors Climbed,54,,,,,0,
Floors Climbed,59,,,,,0,
Floors Climbed,60,,,,,1,
Floors Climbed,73,,,,,0,
Floors Climbed,54,,,,,1,
Floors Climbed,68,,,,,1,
Floors Climbed,66,,,,,0,
Floors Climbed,53,,,,,0,
Floors Climbed,58,,,,,1,
Floors Climbed,57,,,,,1,
Floors Climbed,77,,,,,0,
Floors Climbed,57,,,,,1,
Floors Climbed,64,,,,,1,
Floors Climbed,68,,,,,1,
Floors Climbed,76,,,,,0,
Floors Climbed,66,,,,,0,
Floors Climbed,67,,,,,0,
Floors Climbed,63,,,,,1,
Floors Climbed,66,,,,,0,
Floors Climbed,55,,,,,1,
Floors Climbed,62,,,,,0,
Floors Climbed,66,,,,,1,
Floors Climbed,54,,,,,0,
Floors Climbed,66,,,,,0,
Floors Climbed,70,,,,,1,
Floors Climbed,51,,,,,0,
Floors Climbed,65,,,,,1,
Floors Climbed,69,,,,,0,
Floors Climbed,62,,,,,0,
Floors Climbed,68,,,,,1,
Floors Climbed,65,,,,,0,
Floors Climbed,69,,,,,0,
Floors Climbed,67,,,,,0,
Floors Climbed,58,,,,,0,
Floors Climbed,66,,,,,1,
Floors Climbed,57,,,,,0,
Floors Climbed,56,,,,,0,
Floors Climbed,52,,,,,0,
Floors Climbed,68,,,,,0,
Floors Climbed,63,,,,,0,
Floors Climbed,68,,,,,0,
Floors Climbed,56,,,,,0,
Floors Climbed,67,,,,,0,
Floors Climbed,68,,,,,0,
Floors Climbed,68,,,,,1,
Floors Climbed,68,,,,,1,
Floors Climbed,65,,,,,0,
Floors Climbed,57,,,,,1,
Floors Climbed,62,,,,,1,
Floors Climbed,52,,,,,0,
Floors Climbed,50,,,,,0,
Floors Climbed,68,,,,,1,
Floors Climbed,66,,,,,0,
Floors Climbed,72,,,,,0,
Floors Climbed,68,,,,,1,
Floors Climbed,65,,,,,0,
Floors Climbed,58,,,,,0,
Floors Climbed,68,,,,,1,
Floors Climbed,54,,,,,1,
Floors Climbed,53,,,,,0,
Floors Climbed,62,,,,,0,
Floors Climbed,67,,,,,1,
Floors Climbed,65,,,,,1,
Floors Climbed,68,,,,,1,
Floors Climbed,55,,,,,0,
Floors Climbed,53,,,,,0,
Floors Climbed,55,,,,,0,
Floors Climbed,73,,,,,1,
Floors Climbed,67,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,78,,,,,0,
Floors Climbed,57,,,,,1,
Floors Climbed,66,,,,,1,
Floors Climbed,72,,,,,0,
Floors Climbed,66,,,,,1,
Floors Climbed,54,,,,,0,
Floors Climbed,56,,,,,1,
Floors Climbed,51,,,,,0,
Floors Climbed,67,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,50,,,,,1,
Floors Climbed,69,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,77,,,,,1,
Floors Climbed,61,,,,,0,
Floors Climbed,68,,,,,1,
Floors Climbed,66,,,,,0,
Floors Climbed,58,,,,,1,
Floors Climbed,76,,,,,1,
Floors Climbed,67,,,,,1,
Floors Climbed,66,,,,,0,
Floors Climbed,66,,,,,0,
Floors Climbed,66,,,,,0,
Floors Climbed,67,,,,,0,
Floors Climbed,69,,,,,0,
Floors Climbed,65,,,,,0,
Floors Climbed,66,,,,,0,
Floors Climbed,54,,,,,0,
Floors Climbed,65,,,,,0,
Floors Climbed,66,,,,,1,
Floors Climbed,53,,,,,1,
Floors Climbed,66,,,,,0,
Floors Climbed,60,,,,,1,
Floors Climbed,63,,,,,0,
Floors Climbed,63,,,,,1,
Floors Climbed,61,,,,,0,
Floors Climbed,56,,,,,1,
Floors Climbed,63,,,,,1,
Floors Climbed,60,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,55,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,52,,,,,1,
Floors Climbed,57,,,,,1,
Floors Climbed,78,,,,,0,
Floors Climbed,65,,,,,0,
Floors Climbed,68,,,,,0,
Floors Climbed,78,,,,,1,
Floors Climbed,55,,,,,1,
Floors Climbed,65,,,,,0,
Floors Climbed,65,,,,,1,
Floors Climbed,55,,,,,1,
Floors Climbed,68,,,,,1,
Floors Climbed,52,,,,,0,
Floors Climbed,63,,,,,1,
Floors Climbed,66,,,,,0,
Floors Climbed,70,,,,,0,
Floors Climbed,63,,,,,0,
Floors Climbed,62,,,,,1,
Floors Climbed,55,,,,,0,
Floors Climbed,53,,,,,0,
Floors Climbed,68,,,,,0,
Floors Climbed,56,,,,,1,
Floors Climbed,53,,,,,0,
Floors Climbed,51,,,,,1,
Floors Climbed,70,,,,,0,
Floors Climbed,69,,,,,0,
Floors Climbed,67,,,,,0,
Floors Climbed,51,,,,,0,
Floors Climbed,53,,,,,0,
Floors Climbed,53,,,,,0,
Floors Climbed,66,,,,,0,
Floors Climbed,53,,,,,1,
Floors Climbed,68,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,67,,,,,1,
Floors Climbed,50,,,,,0,
Floors Climbed,73,,,,,1,
Floors Climbed,66,,,,,1,
Floors Climbed,53,,,,,0,
Floors Climbed,68,,,,,1,
Floors Climbed,57,,,,,0,
Floors Climbed,59,,,,,0,
Floors Climbed,55,,,,,1,
Floors Climbed,61,,,,,1,
Floors Climbed,66,,,,,1,
Floors Climbed,55,,,,,1,
Floors Climbed,55,,,,,0,
Floors Climbed,68,,,,,0,
Floors Climbed,53,,,,,1,
Floors Climbed,76,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,51,,,,,0,
Floors Climbed,72,,,,,0,
Floors Climbed,67,,,,,0,
Floors Climbed,55,,,,,1,
Floors Climbed,51,,,,,1,
Floors Climbed,77,,,,,0,
Floors Climbed,52,,,,,0,
Floors Climbed,80,,,,,1,
Floors Climbed,56,,,,,1,
Floors Climbed,52,,,,,1,
Floors Climbed,53,,,,,0,
Floors Climbed,66,,,,,1,
Floors Climbed,55,,,,,1,
Floors Climbed,71,,,,,0,
Floors Climbed,67,,,,,0,
Floors Climbed,57,,,,,0,
Floors Climbed,61,,,,,0,
Floors Climbed,69,,,,,0,
Floors Climbed,57,,,,,1,
Floors Climbed,49,,,,,1,
Floors Climbed,60,,,,,1,
Floors Climbed,62,,,,,0,
Floors Climbed,55,,,,,1,
Floors Climbed,57,,,,,1,
Floors Climbed,64,,,,,1,
Floors Climbed,67,,,,,1,
Floors Climbed,54,,,,,0,
Floors Climbed,76,,,,,1,
Floors Climbed,66,,,,,0,
Floors Climbed,60,,,,,1,
Floors Climbed,66,,,,,1,
Floors Climbed,58,,,,,1,
Floors Climbed,68,,,,,0,
Floors Climbed,68,,,,,0,
Floors Climbed,49,,,,,0,
Floors Climbed,57,,,,,0,
Floors Climbed,58,,,,,1,
Floors Climbed,66,,,,,1,
Floors Climbed,71,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,51,,,,,1,
Floors Climbed,55,,,,,1,
Floors Climbed,66,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,67,,,,,1,
Floors Climbed,58,,,,,1,
Floors Climbed,53,,,,,1,
Floors Climbed,65,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,67,,,,,0,
Floors Climbed,69,,,,,0,
Floors Climbed,56,,,,,0,
Floors Climbed,78,,,,,0,
Floors Climbed,68,,,,,0,
Floors Climbed,56,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,66,,,,,1,
Floors Climbed,54,,,,,1,
Floors Climbed,54,,,,,0,
Floors Climbed,62,,,,,0,
Floors Climbed,68,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,61,,,,,1,
Floors Climbed,63,,,,,0,
Floors Climbed,71,,,,,0,
Floors Climbed,67,,,,,1,
Floors Climbed,52,,,,,0,
Floors Climbed,58,,,,,1,
Floors Climbed,54,,,,,1,
Floors Climbed,55,,,,,0,
Floors Climbed,55,,,,,1,
Floors Climbed,58,,,,,1,
Floors Climbed,56,,,,,0,
Floors Climbed,50,,,,,0,
Floors Climbed,66,,,,,0,
Floors Climbed,57,,,,,0,
Floors Climbed,67,,,,,0,
Floors Climbed,66,,,,,0,
Floors Climbed,68,,,,,0,
Floors Climbed,52,,,,,0,
Floors Climbed,49,,,,,0,
Floors Climbed,70,,,,,0,
Floors Climbed,62,,,,,1,
Floors Climbed,83,,,,,1,
Floors Climbed,64,,,,,0,
Floors Climbed,50,,,,,0,
Floors Climbed,50,,,,,1,
Floors Climbed,57,,,,,1,
Floors Climbed,54,,,,,0,
Floors Climbed,71,,,,,1,
Floors Climbed,52,,,,,1,
Floors Climbed,53,,,,,0,
Floors Climbed,69,,,,,0,
Floors Climbed,74,,,,,1,
Floors Climbed,59,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,55,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,52,,,,,0,
Floors Climbed,68,,,,,1,
Floors Climbed,65,,,,,1,
Floors Climbed,66,,,,,0,
Floors Climbed,66,,,,,0,
Floors Climbed,67,,,,,1,
Floors Climbed,68,,,,,0,
Floors Climbed,67,,,,,1,
Floors Climbed,65,,,,,1,
Floors Climbed,55,,,,,0,
Floors Climbed,51,,,,,0,
Floors Climbed,52,,,,,1,
Floors Climbed,68,,,,,1,
Floors Climbed,71,,,,,0,
Floors Climbed,60,,,,,0,
Floors Climbed,67,,,,,0,
Floors Climbed,69,,,,,1,
Floors Climbed,54,,,,,0,
Floors Climbed,61,,,,,1,
Floors Climbed,53,,,,,0,
Floors Climbed,67,,,,,1,
Floors Climbed,79,,,,,1,
Floors Climbed,50,,,,,0,
Floors Climbed,67,,,,,1,
Floors Climbed,55,,,,,0,
Floors Climbed,78,,,,,1,
Floors Climbed,56,,,,,0,
Floors Climbed,77,,,,,1,
Floors Climbed,66,,,,,0,
Floors Climbed,68,,,,,1,
Floors Climbed,62,,,,,0,
Floors Climbed,67,,,,,1,
Floors Climbed,52,,,,,0,
Floors Climbed,59,,,,,0,
Floors Climbed,65,,,,,0,
Floors Climbed,74,,,,,1,
Floors Climbed,78,,,,,0,
Floors Climbed,52,,,,,1,
Floors Climbed,65,,,,,1,
Floors Climbed,54,,,,,1,
Floors Climbed,55,,,,,1,
Floors Climbed,80,,,,,1,
Floors Climbed,68,,,,,0,
Floors Climbed,71,,,,,1,
Floors Climbed,52,,,,,0,
Floors Climbed,68,,,,,1,
Floors Climbed,69,,,,,0,
Floors Climbed,52,,,,,0,
Floors Climbed,53,,,,,0,
Floors Climbed,67,,,,,1,
Floors Climbed,67,,,,,1,
Floors Climbed,68,,,,,1,
Floors Climbed,53,,,,,1,
Floors Climbed,72,,,,,0,
Floors Climbed,63,,,,,1,
Floors Climbed,66,,,,,0,
Floors Climbed,76,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,62,,,,,0,
Floors Climbed,57,,,,,1,
Floors Climbed,52,,,,,1,
Floors Climbed,67,,,,,1,
Floors Climbed,72,,,,,1,
Floors Climbed,68,,,,,1,
Floors Climbed,65,,,,,1,
Floors Climbed,66,,,,,0,
Floors Climbed,50,,,,,1,
Floors Climbed,54,,,,,1,
Floors Climbed,66,,,,,1,
Floors Climbed,66,,,,,1,
Floors Climbed,54,,,,,1,
Floors Climbed,53,,,,,0,
Floors Climbed,68,,,,,0,
Floors Climbed,57,,,,,1,
Floors Climbed,53,,,,,1,
Floors Climbed,63,,,,,0,
Floors Climbed,67,,,,,1,
Floors Climbed,55,,,,,1,
Floors Climbed,67,,,,,1,
Floors Climbed,55,,,,,0,
Floors Climbed,67,,,,,0,
Floors Climbed,52,,,,,0,
Floors Climbed,56,,,,,1,
Floors Climbed,69,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,75,,,,,1,
Floors Climbed,54,,,,,0,
Floors Climbed,61,,,,,1,
Floors Climbed,65,,,,,0,
Floors Climbed,54,,,,,1,
Floors Climbed,56,,,,,1,
Floors Climbed,54,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,75,,,,,1,
Floors Climbed,55,,,,,0,
Floors Climbed,66,,,,,0,
Floors Climbed,55,,,,,1,
Floors Climbed,58,,,,,1,
Floors Climbed,68,,,,,1,
Floors Climbed,59,,,,,0,
Floors Climbed,65,,,,,1,
Floors Climbed,61,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,67,,,,,0,
Floors Climbed,67,,,,,1,
Floors Climbed,61,,,,,1,
Floors Climbed,68,,,,,1,
Floors Climbed,56,,,,,1,
Floors Climbed,56,,,,,1,
Floors Climbed,67,,,,,1,
Floors Climbed,55,,,,,0,
Floors Climbed,54,,,,,1,
Floors Climbed,58,,,,,0,
Floors Climbed,56,,,,,1,
Floors Climbed,56,,,,,0,
Floors Climbed,55,,,,,1,
Floors Climbed,73,,,,,1,
Floors Climbed,63,,,,,0,
Floors Climbed,61,,,,,0,
Floors Climbed,55,,,,,0,
Floors Climbed,76,,,,,1,
Floors Climbed,61,,,,,1,
Floors Climbed,52,,,,,1,
Floors Climbed,68,,,,,0,
Floors Climbed,52,,,,,1,
Floors Climbed,56,,,,,0,
Floors Climbed,54,,,,,0,
Floors Climbed,59,,,,,0,
Floors Climbed,54,,,,,0,
Floors Climbed,50,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,59,,,,,0,
Floors Climbed,55,,,,,0,
Floors Climbed,69,,,,,1,
Floors Climbed,51,,,,,0,
Floors Climbed,68,,,,,1,
Floors Climbed,55,,,,,0,
Floors Climbed,68,,,,,1,
Floors Climbed,51,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,66,,,,,0,
Floors Climbed,53,,,,,1,
Floors Climbed,66,,,,,0,
Floors Climbed,52,,,,,1,
Floors Climbed,67,,,,,1,
Floors Climbed,66,,,,,0,
Floors Climbed,65,,,,,0,
Floors Climbed,58,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,80,,,,,0,
Floors Climbed,56,,,,,1,
Floors Climbed,71,,,,,0,
Floors Climbed,67,,,,,0,
Floors Climbed,57,,,,,0,
Floors Climbed,64,,,,,0,
Floors Climbed,52,,,,,1,
Floors Climbed,68,,,,,1,
Floors Climbed,66,,,,,1,
Floors Climbed,69,,,,,1,
Floors Climbed,61,,,,,1,
Floors Climbed,67,,,,,1,
Floors Climbed,74,,,,,0,
Floors Climbed,66,,,,,0,
Floors Climbed,82,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,64,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,62,,,,,0,
Floors Climbed,54,,,,,1,
Floors Climbed,58,,,,,1,
Floors Climbed,54,,,,,0,
Floors Climbed,68,,,,,1,
Floors Climbed,68,,,,,1,
Floors Climbed,63,,,,,1,
Floors Climbed,68,,,,,0,
Floors Climbed,67,,,,,1,
Floors Climbed,68,,,,,0,
Floors Climbed,70,,,,,0,
Floors Climbed,71,,,,,0,
Floors Climbed,56,,,,,1,
Floors Climbed,69,,,,,0,
Floors Climbed,69,,,,,1,
Floors Climbed,52,,,,,0,
Floors Climbed,62,,,,,1,
Floors Climbed,66,,,,,0,
Floors Climbed,68,,,,,0,
Floors Climbed,57,,,,,1,
Floors Climbed,75,,,,,0,
Floors Climbed,52,,,,,1,
Floors Climbed,69,,,,,1,
Floors Climbed,57,,,,,0,
Floors Climbed,82,,,,,1,
Floors Climbed,54,,,,,0,
Floors Climbed,66,,,,,1,
Floors Climbed,61,,,,,0,
Floors Climbed,57,,,,,1,
Floors Climbed,61,,,,,0,
Floors Climbed,48,,,,,0,
Floors Climbed,67,,,,,1,
Floors Climbed,69,,,,,1,
Floors Climbed,53,,,,,1,
Floors Climbed,55,,,,,0,
Floors Climbed,74,,,,,1,
Floors Climbed,55,,,,,0,
Floors Climbed,52,,,,,1,
Floors Climbed,68,,,,,1,
Floors Climbed,65,,,,,0,
Floors Climbed,67,,,,,0,
Floors Climbed,66,,,,,0,
Floors Climbed,67,,,,,1,
Floors Climbed,52,,,,,0,
Floors Climbed,50,,,,,0,
Floors Climbed,69,,,,,0,
Floors Climbed,67,,,,,1,
Floors Climbed,68,,,,,0,
Floors Climbed,55,,,,,1,
Floors Climbed,54,,,,,0,
Floors Climbed,56,,,,,0,
Floors Climbed,53,,,,,0,
Floors Climbed,73,,,,,1,
Floors Climbed,56,,,,,0,
Floors Climbed,67,,,,,1,
Floors Climbed,53,,,,,0,
Floors Climbed,67,,,,,1,
Floors Climbed,68,,,,,0,
Floors Climbed,49,,,,,0,
Floors Climbed,68,,,,,0,
Floors Climbed,64,,,,,0,
Floors Climbed,61,,,,,0,
Floors Climbed,57,,,,,1,
Floors Climbed,50,,,,,0,
Floors Climbed,68,,,,,1,
Floors Climbed,53,,,,,0,
Floors Climbed,68,,,,,0,
Floors Climbed,67,,,,,0,
Floors Climbed,50,,,,,0,
Floors Climbed,75,,,,,0,
Floors Climbed,68,,,,,0,
Floors Climbed,66,,,,,0,
Floors Climbed,64,,,,,0,
Floors Climbed,60,,,,,0,
Floors Climbed,53,,,,,0,
Floors Climbed,56,,,,,1,
Floors Climbed,54,,,,,0,
Floors Climbed,54,,,,,0,
Floors Climbed,85,,,,,0,
Floors Climbed,62,,,,,0,
Floors Climbed,61,,,,,0,
Floors Climbed,51,,,,,0,
Floors Climbed,60,,,,,0,
Floors Climbed,69,,,,,1,
Floors Climbed,68,,,,,0,
Floors Climbed,52,,,,,0,
Floors Climbed,65,,,,,1,
Floors Climbed,54,,,,,1,
Floors Climbed,55,,,,,0,
Floors Climbed,58,,,,,0,
Floors Climbed,57,,,,,1,
Floors Climbed,73,,,,,0,
Floors Climbed,57,,,,,0,
Floors Climbed,67,,,,,0,
Floors Climbed,55,,,,,1,
Floors Climbed,62,,,,,1,
Floors Climbed,56,,,,,1,
Floors Climbed,55,,,,,1,
Floors Climbed,51,,,,,0,
Floors Climbed,52,,,,,0,
Floors Climbed,62,,,,,0,
Floors Climbed,64,,,,,0,
Floors Climbed,56,,,,,1,
Floors Climbed,68,,,,,0,
Floors Climbed,79,,,,,1,
Floors Climbed,66,,,,,0,
Floors Climbed,68,,,,,0,
Floors Climbed,60,,,,,0,
Floors Climbed,55,,,,,0,
Floors Climbed,52,,,,,0,
Floors Climbed,67,,,,,1,
Floors Climbed,52,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,78,,,,,0,
Floors Climbed,55,,,,,0,
Floors Climbed,53,,,,,1,
Floors Climbed,54,,,,,0,
Floors Climbed,67,,,,,1,
Floors Climbed,67,,,,,1,
Floors Climbed,70,,,,,0,
Floors Climbed,71,,,,,1,
Floors Climbed,68,,,,,0,
Floors Climbed,66,,,,,0,
Floors Climbed,59,,,,,0,
Floors Climbed,55,,,,,1,
Floors Climbed,56,,,,,0,
Floors Climbed,66,,,,,1,
Floors Climbed,67,,,,,1,
Floors Climbed,66,,,,,0,
Floors Climbed,82,,,,,1,
Floors Climbed,52,,,,,0,
Floors Climbed,76,,,,,0,
Floors Climbed,56,,,,,0,
Floors Climbed,56,,,,,0,
Floors Climbed,66,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,68,,,,,1,
Floors Climbed,51,,,,,1,
Floors Climbed,52,,,,,0,
Floors Climbed,67,,,,,0,
Floors Climbed,68,,,,,0,
Floors Climbed,57,,,,,0,
Floors Climbed,67,,,,,1,
Floors Climbed,56,,,,,1,
Floors Climbed,57,,,,,1,
Floors Climbed,58,,,,,1,
Floors Climbed,68,,,,,0,
Floors Climbed,66,,,,,1,
Floors Climbed,68,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,67,,,,,0,
Floors Climbed,67,,,,,0,
Floors Climbed,77,,,,,0,
Floors Climbed,76,,,,,1,
Floors Climbed,67,,,,,0,
Floors Climbed,70,,,,,1,
Floors Climbed,55,,,,,0,
Floors Climbed,67,,,,,1,
Floors Climbed,68,,,,,0,
Floors Climbed,64,,,,,0,
Floors Climbed,54,,,,,1,
Floors Climbed,56,,,,,1,
Floors Climbed,67,,,,,1,
Floors Climbed,71,,,,,1,
Floors Climbed,54,,,,,0,
Floors Climbed,56,,,,,1,
Floors Climbed,58,,,,,0,
Floors Climbed,59,,,,,1,
